subject,trial,window,label,Fp1-Fp2,Fp1-F3,Fp1-F4,Fp1-C3,Fp1-C4,Fp1-O1,Fp1-O2,Fp2-F3,Fp2-F4,Fp2-C3,Fp2-C4,Fp2-O1,Fp2-O2,F3-F4,F3-C3,F3-C4,F3-O1,F3-O2,F4-C3,F4-C4,F4-O1,F4-O2,C3-C4,C3-O1,C3-O2,C4-O1,C4-O2,O1-O2
1,1,15,aktif,0.95989627,0.84881926,0.95864224,0.3180804,0.34244895,0.94626874,0.95416707,0.87879175,0.9634257,0.33144042,0.3551883,0.9627114,0.96784437,0.8115248,0.2372883,0.28452632,0.8169698,0.8184215,0.37092274,0.3797879,0.9711287,0.9795429,0.9370215,0.3348119,0.33691058,0.3397254,0.34581256,0.9895619
1,2,1,aktif,0.9462749,0.85676324,0.94845366,0.74982697,0.889454,0.9577943,0.9567405,0.8314182,0.9316227,0.7199371,0.85867304,0.9281972,0.9283005,0.7751805,0.55744743,0.7205199,0.8044812,0.8115676,0.8478237,0.94304585,0.9571044,0.96750855,0.90627164,0.7974379,0.81321555,0.887179,0.90538365,0.9798362
1,2,2,aktif,0.95534533,0.88084215,0.9422042,0.72062016,0.8988471,0.9377266,0.9261725,0.8709259,0.9614835,0.7022009,0.90203196,0.94369566,0.9369787,0.8199777,0.56003326,0.7650572,0.80789137,0.7802342,0.80773145,0.9689174,0.974494,0.96721834,0.8922773,0.771365,0.76753277,0.927248,0.9193141,0.984818
1,2,3,aktif,0.9624702,0.86329275,0.9506216,0.7092318,0.8833296,0.9287024,0.93851703,0.8336727,0.95923436,0.7181111,0.89836437,0.93941915,0.9417275,0.7757424,0.49970713,0.6854977,0.76251096,0.76928407,0.8128958,0.9546193,0.9748141,0.9858708,0.8941154,0.7970789,0.8152548,0.9246036,0.94260824,0.9778851
1,2,4,aktif,0.95249265,0.8803314,0.96696323,0.77761245,0.93541586,0.9315163,0.94362587,0.87757605,0.9498323,0.77445257,0.9072463,0.94183916,0.9475638,0.8209369,0.5906563,0.7538146,0.8087883,0.82392454,0.83197856,0.9805919,0.9649004,0.9673606,0.85475165,0.8514371,0.83747524,0.9374688,0.9348871,0.97976243
1,2,5,aktif,0.96020323,0.86956364,0.9373584,0.70199645,0.8874096,0.90345067,0.9189482,0.8727721,0.95073795,0.68622476,0.8618185,0.938076,0.93800104,0.83241796,0.530446,0.741109,0.8100225,0.81488764,0.7481537,0.9356605,0.9616835,0.9635638,0.82678086,0.75730926,0.7812995,0.88775957,0.91691095,0.9731066
1,2,6,aktif,0.953093,0.80778146,0.93938416,0.72701114,0.90038186,0.9426102,0.9212168,0.78134346,0.9676643,0.76886356,0.93501866,0.9470734,0.93789905,0.7485442,0.44261506,0.67575324,0.78506976,0.76992196,0.8078615,0.96777683,0.95951664,0.9682022,0.8734914,0.74830717,0.7602019,0.9096936,0.9215087,0.98539484
1,2,7,aktif,0.95927805,0.85917264,0.937434,0.777389,0.886292,0.92962354,0.9376295,0.8701016,0.93001646,0.76755023,0.8837758,0.91907567,0.9274663,0.7907384,0.61553127,0.7860308,0.7977122,0.8067484,0.88127583,0.9520996,0.96494204,0.97251785,0.8758238,0.8468931,0.8533055,0.91513467,0.92371064,0.98345107
1,2,8,aktif,0.9424012,0.82914233,0.8934451,0.49936324,0.63329726,0.88144493,0.8994995,0.7835169,0.9597469,0.58396333,0.70663214,0.939598,0.9493892,0.6983448,0.3145454,0.51500875,0.7031665,0.7157071,0.6884228,0.7787921,0.9782389,0.97313815,0.8888547,0.6862316,0.6525925,0.76397574,0.736005,0.9844757
1,2,9,aktif,0.9701647,0.8717454,0.95446634,0.4833102,0.7951622,0.8746904,0.90463835,0.8998465,0.95769995,0.47713953,0.7961575,0.8800463,0.90777206,0.82029337,0.3177423,0.6662879,0.73872757,0.77351224,0.5665695,0.8612232,0.91869986,0.9431259,0.7196372,0.63707304,0.5997201,0.80184126,0.8142817,0.9803825
