subject,trial,window,label,Fp1-Fp2,Fp1-F3,Fp1-F4,Fp1-C3,Fp1-C4,Fp1-O1,Fp1-O2,Fp2-F3,Fp2-F4,Fp2-C3,Fp2-C4,Fp2-O1,Fp2-O2,F3-F4,F3-C3,F3-C4,F3-O1,F3-O2,F4-C3,F4-C4,F4-O1,F4-O2,C3-C4,C3-O1,C3-O2,C4-O1,C4-O2,O1-O2
1,4,3,verbal,0.20627259,0.5089995,0.7460741,0.16556439,0.46803463,0.44368553,0.74414736,0.54340804,0.792975,0.12813927,0.3386457,0.57826144,0.8458427,0.7130288,0.065729395,0.3416044,0.62391615,0.8548499,0.18659955,0.5135792,0.6403563,0.23956916,0.07458453,0.179974,0.10440961,0.14017291,0.5185517,0.656795
1,4,4,verbal,0.3036415,0.40630698,0.5787964,0.30826685,0.15695399,0.3261675,0.7094935,0.5089506,0.7790753,0.059750963,0.058474686,0.44405907,0.87299365,0.6791795,0.34131667,0.52846235,0.53258985,0.8326188,0.14528331,0.6025644,0.42533356,0.10399668,0.03487695,0.43790886,0.27126744,0.36271358,0.558443,0.66218185
1,4,5,verbal,0.28614026,0.31219566,0.58880883,0.11016038,0.18012337,0.40669745,0.7193886,0.4685106,0.84469175,0.03469896,0.052164935,0.68082494,0.9016156,0.64409024,0.38559863,0.27254966,0.5440927,0.80142725,0.12450682,0.5512727,0.58262914,0.1324785,0.18941732,0.30152205,0.16175643,0.38398963,0.56524163,0.664785
1,4,6,verbal,0.5185221,0.43902338,0.792971,0.33163965,0.33432996,0.64242256,0.81682295,0.72825384,0.97674334,0.45174053,0.29283407,0.7039297,0.92144734,0.8366232,0.36765134,0.5570896,0.7256325,0.8668675,0.070616156,0.675517,0.6353388,0.38784763,0.10081107,0.07297249,0.06898509,0.4072181,0.4932756,0.57546467
1,4,7,verbal,0.40509593,0.39745855,0.62794346,0.115171626,0.27768126,0.42636168,0.69735456,0.432281,0.6538147,0.16895638,0.046318036,0.40799183,0.8434006,0.53048605,0.21769798,0.24908152,0.28686512,0.6971009,0.15997729,0.6556329,0.35599905,0.16453807,0.14044543,0.45944256,0.2058045,0.31543615,0.6187155,0.6210124
1,4,8,verbal,0.73542035,0.38195845,0.7395283,0.09162936,0.6881987,0.8226557,0.8289029,0.45714894,0.6396155,0.23442888,0.30285224,0.58777374,0.8647616,0.5402422,0.42585185,0.3826282,0.47578415,0.7853881,0.20587716,0.38560975,0.11197694,0.11914156,0.3295601,0.63285685,0.39419264,0.3968496,0.6193875,0.5876691
1,4,9,verbal,0.1014977,0.5590595,0.6045656,0.05703277,0.021722306,0.27302432,0.7021463,0.33842084,0.60644865,0.1513246,0.13393863,0.17996228,0.69564223,0.5407035,0.16303131,0.1829145,0.34391174,0.72366184,0.08177677,0.6231274,0.5204673,0.19672342,0.045802675,0.25887835,0.10645683,0.3108905,0.51437426,0.6886378
1,4,10,verbal,0.5762148,0.32722348,0.80624896,0.52880067,0.45985758,0.6977981,0.7816251,0.53766394,0.7852814,0.26542398,0.22129047,0.59507346,0.7544114,0.7936063,0.2905101,0.49072224,0.7439714,0.8336588,0.14002697,0.6828038,0.6542554,0.37863848,0.154628,0.17394996,0.14257571,0.15071465,0.5490645,0.6746647
1,4,11,verbal,0.42732486,0.43389767,0.7149672,0.4992959,0.58308876,0.5112879,0.5956036,0.5365471,0.69997454,0.46233618,0.22097683,0.42853457,0.57757574,0.7490954,0.34306696,0.71643287,0.66993207,0.76193273,0.05723323,0.6071077,0.69745475,0.32418537,0.5266297,0.15687697,0.10764319,0.023699963,0.23694707,0.56546915
1,4,12,verbal,0.38954598,0.6317996,0.6749363,0.36253485,0.471397,0.5414349,0.68343776,0.6271212,0.69814885,0.18596648,0.24301368,0.48883742,0.72331786,0.68449384,0.13975239,0.6746467,0.71260107,0.7375611,0.14175794,0.5448765,0.4823736,0.16181064,0.16929281,0.25768837,0.18781324,0.23056252,0.43475756,0.5746213
